Year,day,home_team_name,away_team_name
2019,63,Phillies,Angels
2019,63,Mets,Nationals
2019,64,Reds,Rangers
2019,64,Padres,Rays
2019,64,Astros,Blue Jays
2019,64,Braves,Athletics
2019,64,Brewers,Mariners
2019,64,Twins,Phillies
2019,64,Yankees,Nationals
2019,64,Orioles,Royals
2019,64,Dodgers,Pirates
2019,64,Cubs,Angels
2019,64,Marlins,Mets
2019,64,Tigers,White Sox
2019,64,Red Sox,Diamondbacks
2019,64,Rockies,Indians
2019,64,Cardinals,Giants
2019,65,Padres,Mariners
2019,65,Royals,Mets
2019,65,Dodgers,Angels
2019,65,Pirates,Brewers
2019,65,Athletics,Phillies
2019,65,Blue Jays,Rockies
2019,65,Orioles,White Sox
2019,65,Cubs,Cardinals
2019,65,Yankees,Indians
2019,65,Braves,Reds
2019,65,Giants,Tigers
2019,65,Astros,Twins
2019,65,Nationals,Rays
2019,65,Rangers,Diamondbacks
2019,65,Marlins,Red Sox
2019,66,Cubs,Yankees
2019,66,Orioles,Athletics
2019,66,Indians,Cardinals
2019,66,Braves,Mariners
2019,66,Padres,Royals
2019,66,Giants,Phillies
2019,66,Rangers,Marlins
2019,66,White Sox,Astros
2019,66,Dodgers,Rockies
2019,66,Nationals,Reds
2019,66,Rays,Tigers
2019,66,Diamondbacks,Brewers
2019,66,Blue Jays,Mets
2019,66,Red Sox,Twins
2019,66,Angels,Pirates
2019,67,Indians,Astros
2019,67,Padres,Yankees
2019,67,Twins,Rangers
2019,67,Angels,Giants
2019,67,Mets,Cardinals
2019,67,Diamondbacks,Dodgers
2019,67,White Sox,Rockies
2019,67,Orioles,Rays
2019,67,Athletics,Nationals
2019,67,Reds,Mariners
2019,67,Braves,Marlins
2019,67,Brewers,Cubs
2019,67,Phillies,Pirates
2019,67,Red Sox,Royals
2019,67,Blue Jays,Tigers
2019,68,Marlins,White Sox
2019,68,Mariners,Brewers
2019,68,Indians,Athletics
2019,68,Rays,Diamondbacks
2019,68,Astros,Nationals
2019,68,Royals,Orioles
2019,68,Twins,Dodgers
2019,68,Braves,Cardinals
2019,68,Giants,Pirates
2019,68,Padres,Blue Jays
2019,68,Tigers,Red Sox
2019,68,Angels,Yankees
2019,68,Rangers,Phillies
2019,68,Mets,Cubs
2019,68,Rockies,Reds
2019,69,Rays,Padres
2019,69,Brewers,Royals
2019,69,Indians,Marlins
2019,69,Pirates,Reds
2019,69,Diamondbacks,Mariners
2019,69,Rangers,Braves
2019,69,Red Sox,Yankees
2019,69,Twins,Dodgers
2019,69,Rockies,White Sox
2019,69,Angels,Mets
2019,69,Orioles,Athletics
2019,69,Tigers,Cardinals
2019,69,Blue Jays,Cubs
2019,69,Giants,Nationals
2019,69,Phillies,Astros
2019,70,Reds,Mets
2019,70,Astros,Tigers
2019,70,Cardinals,Giants
2019,70,Orioles,Brewers
2019,70,Royals,Rays
2019,70,White Sox,Twins
2019,70,Mariners,Angels
2019,70,Pirates,Blue Jays
2019,70,Cubs,Marlins
2019,70,Braves,Dodgers
2019,70,Phillies,Indians
2019,70,Rockies,Red Sox
2019,70,Athletics,Nationals
2019,70,Padres,Diamondbacks
2019,70,Rangers,Yankees
2019,71,Tigers,Rays
2019,71,Athletics,Marlins
2019,71,Royals,Mariners
2019,71,Padres,Indians
2019,71,Brewers,Twins
2019,71,Orioles,White Sox
2019,71,Rockies,Braves
2019,71,Yankees,Cubs
2019,71,Pirates,Giants
2019,71,Angels,Nationals
2019,71,Diamondbacks,Reds
2019,71,Phillies,Red Sox
2019,71,Rangers,Astros
2019,71,Mets,Dodgers
2019,71,Cardinals,Blue Jays
2019,72,Royals,Tigers
2019,72,Pirates,Braves
2019,72,Rays,Rockies
2019,72,Cubs,Angels
2019,72,Padres,Red Sox
2019,72,Marlins,Orioles
2019,72,Nationals,Dodgers
2019,72,Cardinals,Athletics
2019,72,Rangers,Brewers
2019,72,Blue Jays,Mets
2019,72,Twins,Reds
2019,72,Yankees,Phillies
2019,72,Astros,Diamondbacks
2019,72,White Sox,Indians
2019,72,Giants,Mariners
2019,73,Braves,Pirates
2019,73,Athletics,Orioles
2019,73,Brewers,Marlins
2019,73,Dodgers,Indians
2019,73,Mariners,Tigers
2019,73,White Sox,Blue Jays
2019,73,Mets,Rockies
2019,73,Cardinals,Phillies
2019,73,Rays,Angels
2019,73,Nationals,Reds
2019,73,Red Sox,Diamondbacks
2019,73,Yankees,Royals
2019,73,Astros,Padres
2019,73,Twins,Giants
2019,73,Rangers,Cubs
2019,74,Giants,Royals
2019,74,Mariners,Cardinals
2019,74,Braves,Angels
2019,74,Red Sox,Yankees
2019,74,Diamondbacks,Mets
2019,74,Rangers,Twins
2019,74,Pirates,Astros
2019,74,Tigers,Brewers
2019,74,Marlins,Orioles
2019,74,Padres,Blue Jays
2019,74,Phillies,Rays
2019,74,Reds,Indians
2019,74,Athletics,Cubs
2019,74,Rockies,Dodgers
2019,74,Nationals,White Sox
2019,75,Diamondbacks,Reds
2019,75,Giants,Rays
2019,75,Tigers,Blue Jays
2019,75,Nationals,Red Sox
2019,75,Royals,Braves
2019,75,Angels,Indians
2019,75,Cubs,Orioles
2019,75,Yankees,Athletics
2019,75,Marlins,Phillies
2019,75,Cardinals,Brewers
2019,75,Padres,Dodgers
2019,75,White Sox,Mariners
2019,75,Astros,Twins
2019,75,Rockies,Mets
2019,75,Pirates,Rangers
2019,76,Phillies,Reds
2019,76,Angels,Rockies
2019,76,Tigers,Royals
2019,76,Diamondbacks,Dodgers
2019,76,Rangers,White Sox
2019,76,Astros,Yankees
2019,76,Rays,Giants
2019,76,Twins,Brewers
2019,76,Athletics,Orioles
2019,76,Braves,Mariners
2019,76,Cubs,Mets
2019,76,Indians,Red Sox
2019,76,Pirates,Cardinals
2019,76,Marlins,Padres
2019,76,Blue Jays,Nationals
2019,77,Mets,Red Sox
2019,77,Braves,Dodgers
2019,77,Pirates,Orioles
2019,77,Athletics,Phillies
2019,77,Diamondbacks,Angels
2019,77,Blue Jays,Twins
2019,77,Padres,Rockies
2019,77,Royals,Tigers
2019,77,Rays,Mariners
2019,77,Cubs,Rangers
2019,77,Giants,Marlins
2019,77,Indians,Astros
2019,77,Reds,Brewers
2019,77,White Sox,Yankees
2019,77,Cardinals,Nationals
2019,78,Diamondbacks,Tigers
2019,78,Brewers,Orioles
2019,78,Padres,Reds
2019,78,Mets,Rockies
2019,78,Braves,Athletics
2019,78,Astros,Rays
2019,78,Marlins,White Sox
2019,78,Blue Jays,Angels
2019,78,Rangers,Royals
2019,78,Mariners,Giants
2019,78,Pirates,Yankees
2019,78,Cubs,Phillies
2019,78,Dodgers,Indians
2019,78,Red Sox,Twins
2019,78,Nationals,Cardinals
2019,79,Giants,Braves
2019,79,Rangers,Astros
2019,79,White Sox,Pirates
2019,79,Red Sox,Marlins
2019,79,Dodgers,Indians
2019,79,Twins,Royals
2019,79,Rays,Angels
2019,79,Reds,Mets
2019,79,Blue Jays,Padres
2019,79,Tigers,Mariners
2019,79,Yankees,Diamondbacks
2019,79,Athletics,Cardinals
2019,79,Orioles,Brewers
2019,79,Cubs,Phillies
2019,79,Nationals,Rockies
2019,80,Dodgers,Athletics
2019,80,Mets,Padres
2019,80,Reds,Indians
2019,80,Nationals,Mariners
2019,80,Diamondbacks,Cardinals
2019,80,Blue Jays,Cubs
2019,80,Twins,White Sox
2019,80,Giants,Braves
2019,80,Tigers,Rockies
2019,80,Rays,Rangers
2019,80,Angels,Red Sox
2019,80,Phillies,Astros
2019,80,Pirates,Yankees
2019,80,Brewers,Royals
2019,80,Marlins,Orioles
2019,81,Phillies,Mariners
2019,81,Marlins,Indians
2019,81,Cardinals,Blue Jays
2019,81,Royals,Astros
2019,81,Cubs,Orioles
2019,81,Diamondbacks,Pirates
2019,81,Braves,Padres
2019,81,Angels,Reds
2019,81,Rays,Athletics
2019,81,Dodgers,Yankees
2019,81,Brewers,Giants
2019,81,Twins,Rockies
2019,81,Tigers,Rangers
2019,81,Nationals,White Sox
2019,81,Red Sox,Mets
2019,82,Astros,Tigers
2019,82,Braves,Blue Jays
2019,82,Diamondbacks,Athletics
2019,82,White Sox,Giants
2019,82,Angels,Rockies
2019,82,Rangers,Rays
2019,82,Cardinals,Indians
2019,82,Yankees,Phillies
2019,82,Reds,Red Sox
2019,82,Pirates,Brewers
2019,82,Padres,Royals
2019,82,Nationals,Cubs
2019,82,Mets,Twins
2019,82,Mariners,Marlins
2019,82,Orioles,Dodgers
2019,83,Phillies,Dodgers
2019,83,Red Sox,Angels
2019,83,Nationals,Rockies
2019,83,Reds,Orioles
2019,83,Mets,Rays
2019,83,Pirates,Tigers
2019,83,Braves,Mariners
2019,83,Brewers,Royals
2019,83,Cardinals,Astros
2019,83,Padres,Rangers
2019,83,Yankees,Blue Jays
2019,83,Twins,Marlins
2019,83,Indians,Diamondbacks
2019,83,Athletics,Giants
2019,83,White Sox,Cubs
2019,84,Pirates,Red Sox
2019,84,Rangers,Marlins
2019,84,Orioles,Diamondbacks
2019,84,White Sox,Giants
2019,84,Cardinals,Astros
2019,84,Mets,Nationals
2019,84,Rays,Phillies
2019,84,Reds,Braves
2019,84,Angels,Tigers
2019,84,Indians,Rockies
2019,84,Brewers,Yankees
2019,84,Blue Jays,Twins
2019,84,Padres,Royals
2019,84,Dodgers,Athletics
2019,84,Mariners,Cubs
2019,85,Rangers,Royals
2019,85,Nationals,Red Sox
2019,85,Twins,Rays
2019,85,White Sox,Athletics
2019,85,Phillies,Angels
2019,85,Mariners,Indians
2019,85,Orioles,Yankees
2019,85,Reds,Diamondbacks
2019,85,Braves,Astros
2019,85,Padres,Dodgers
2019,85,Cubs,Marlins
2019,85,Giants,Pirates
2019,85,Cardinals,Mets
2019,85,Rockies,Blue Jays
2019,85,Tigers,Brewers
2019,86,Red Sox,Diamondbacks
2019,86,Dodgers,Mets
2019,86,Twins,Rockies
2019,86,Cubs,Royals
2019,86,Rangers,Athletics
2019,86,Pirates,Brewers
2019,86,Braves,Cardinals
2019,86,Yankees,Giants
2019,86,Reds,Angels
2019,86,Phillies,Astros
2019,86,Tigers,Blue Jays
2019,86,Marlins,Rays
2019,86,White Sox,Indians
2019,86,Mariners,Nationals
2019,86,Padres,Orioles
2019,87,Royals,Diamondbacks
2019,87,Padres,Twins
2019,87,Giants,Marlins
2019,87,Blue Jays,Rays
2019,87,Mets,Indians
2019,87,Athletics,Pirates
2019,87,Rangers,Tigers
2019,87,Cubs,Angels
2019,87,Orioles,Red Sox
2019,87,Brewers,Rockies
2019,87,Braves,Reds
2019,87,Phillies,White Sox
2019,87,Cardinals,Astros
2019,87,Mariners,Nationals
2019,87,Yankees,Dodgers
2019,88,Nationals,Orioles
2019,88,Red Sox,Reds
2019,88,Pirates,Astros
2019,88,Rays,Twins
2019,88,Yankees,Brewers
2019,88,Mariners,Angels
2019,88,Cardinals,Diamondbacks
2019,88,White Sox,Cubs
2019,88,Royals,Giants
2019,88,Phillies,Mets
2019,88,Rangers,Athletics
2019,88,Braves,Marlins
2019,88,Dodgers,Tigers
2019,88,Blue Jays,Padres
2019,88,Rockies,Indians
2019,89,Mariners,Padres
2019,89,Rays,Tigers
2019,89,Red Sox,Royals
2019,89,Giants,Dodgers
2019,89,Athletics,Brewers
2019,89,Marlins,Astros
2019,89,Indians,Cubs
2019,89,Braves,Yankees
2019,89,Diamondbacks,Orioles
2019,89,White Sox,Nationals
2019,89,Cardinals,Rockies
2019,89,Twins,Angels
2019,89,Reds,Rangers
2019,89,Blue Jays,Phillies
2019,89,Mets,Pirates
2019,90,Nationals,Phillies
2019,90,Indians,Red Sox
2019,90,Blue Jays,Rays
2019,90,Cubs,Rockies
2019,90,Marlins,Mariners
2019,90,Mets,Tigers
2019,90,Yankees,Pirates
2019,90,Brewers,Padres
2019,90,Cardinals,Royals
2019,90,Reds,Dodgers
2019,90,Diamondbacks,Twins
2019,90,Orioles,Astros
2019,90,Giants,Athletics
2019,90,White Sox,Angels
2019,90,Braves,Rangers
2019,91,Twins,Phillies
2019,91,Royals,Angels
2019,91,Rangers,Mariners
2019,91,Tigers,Dodgers
2019,91,Cubs,Padres
2019,91,Indians,Braves
2019,91,Giants,Nationals
2019,91,Mets,Yankees
2019,91,Marlins,Reds
2019,91,Orioles,Rays
2019,91,Red Sox,Pirates
2019,91,Astros,Brewers
2019,91,Diamondbacks,Rockies
2019,91,White Sox,Cardinals
2019,91,Blue Jays,Athletics
2019,92,Reds,Royals
2019,92,Blue Jays,Tigers
2019,92,Red Sox,Athletics
2019,92,Padres,Orioles
2019,92,Cubs,Giants
2019,92,Nationals,Rangers
2019,92,Marlins,Rockies
2019,92,Mariners,Brewers
2019,92,Yankees,Rays
2019,92,Phillies,Angels
2019,92,Twins,Pirates
2019,92,Mets,Indians
2019,92,Diamondbacks,Dodgers
2019,92,Astros,Cardinals
2019,92,Braves,White Sox
2019,93,Cardinals,Red Sox
2019,93,Indians,Mariners
2019,93,Orioles,Padres
2019,93,Reds,Athletics
2019,93,Rockies,Marlins
2019,93,Giants,Tigers
2019,93,Astros,Blue Jays
2019,93,Yankees,Braves
2019,93,Pirates,Rays
2019,93,Royals,Angels
2019,93,White Sox,Dodgers
2019,93,Rangers,Mets
2019,93,Phillies,Diamondbacks
2019,93,Cubs,Twins
2019,93,Brewers,Nationals
2019,94,Blue Jays,Mariners
2019,94,Braves,Twins
2019,94,Indians,Yankees
2019,94,Pirates,Astros
2019,94,Phillies,Red Sox
2019,94,Cubs,Angels
2019,94,Giants,Reds
2019,94,Brewers,Marlins
2019,94,Tigers,Rockies
2019,94,Mets,Nationals
2019,94,White Sox,Orioles
2019,94,Athletics,Cardinals
2019,94,Rays,Diamondbacks
2019,94,Dodgers,Rangers
2019,94,Padres,Royals
2019,95,Yankees,Diamondbacks
2019,95,Rockies,Pirates
2019,95,Braves,Orioles
2019,95,Phillies,Dodgers
2019,95,Mariners,Athletics
2019,95,Royals,Nationals
2019,95,Twins,Tigers
2019,95,Red Sox,Brewers
2019,95,Giants,White Sox
2019,95,Cubs,Padres
2019,95,Marlins,Mets
2019,95,Rangers,Indians
2019,95,Blue Jays,Rays
2019,95,Cardinals,Reds
2019,95,Astros,Angels
2019,96,Cubs,Mariners
2019,96,Tigers,Yankees
2019,96,Cardinals,Nationals
2019,96,Rangers,Pirates
2019,96,Reds,Mets
2019,96,Twins,Phillies
2019,96,Padres,Royals
2019,96,Red Sox,Rays
2019,96,Indians,Diamondbacks
2019,96,Giants,Braves
2019,96,Marlins,Athletics
2019,96,Brewers,Angels
2019,96,White Sox,Dodgers
2019,96,Rockies,Orioles
2019,96,Blue Jays,Astros
2019,97,Braves,Nationals
2019,97,Yankees,Red Sox
2019,97,Brewers,Royals
2019,97,Padres,Dodgers
2019,97,Mariners,Athletics
2019,97,Indians,Reds
2019,97,Orioles,Cardinals
2019,97,Twins,Cubs
2019,97,Phillies,Rockies
2019,97,Blue Jays,Tigers
2019,97,White Sox,Pirates
2019,97,Rays,Diamondbacks
2019,97,Rangers,Mets
2019,97,Astros,Marlins
2019,97,Angels,Giants
2019,98,Pirates,White Sox
2019,98,Rockies,Rangers
2019,98,Rays,Brewers
2019,98,Orioles,Mariners
2019,98,Marlins,Phillies
2019,98,Blue Jays,Cubs
2019,98,Padres,Dodgers
2019,98,Reds,Diamondbacks
2019,98,Indians,Cardinals
2019,98,Red Sox,Twins
2019,98,Royals,Angels
2019,98,Yankees,Nationals
2019,98,Braves,Mets
2019,98,Giants,Tigers
2019,98,Astros,Athletics
2019,99,Mariners,Blue Jays
2019,99,Phillies,Cardinals
2019,99,Rangers,Brewers
2019,99,Cubs,Reds
2019,99,Marlins,Orioles
2019,99,Braves,Twins
2019,99,Giants,Royals
2019,99,Rays,Padres
2019,99,White Sox,Angels
2019,99,Nationals,Pirates
2019,99,Mets,Astros
2019,99,Diamondbacks,Rockies
2019,99,Dodgers,Red Sox
2019,99,Indians,Yankees
2019,99,Tigers,Athletics
2019,100,Dodgers,Braves
2019,100,Nationals,Yankees
2019,100,Blue Jays,Padres
2019,100,Twins,Athletics
2019,100,Red Sox,Rays
2019,100,Cubs,White Sox
2019,100,Diamondbacks,Indians
2019,100,Mets,Royals
2019,100,Pirates,Reds
2019,100,Phillies,Astros
2019,100,Cardinals,Tigers
2019,100,Mariners,Marlins
2019,100,Rockies,Giants
2019,100,Brewers,Angels
2019,100,Orioles,Rangers
2019,101,Rays,Red Sox
2019,101,Mets,Orioles
2019,101,Pirates,Blue Jays
2019,101,Rockies,Diamondbacks
2019,101,Angels,Dodgers
2019,101,Brewers,Phillies
2019,101,White Sox,Nationals
2019,101,Mariners,Reds
2019,101,Yankees,Cardinals
2019,101,Rangers,Tigers
2019,101,Giants,Cubs
2019,101,Padres,Royals
2019,101,Twins,Athletics
2019,101,Indians,Astros
2019,101,Braves,Marlins
2019,102,Padres,Blue Jays
2019,102,Marlins,Brewers
2019,102,Rockies,Royals
2019,102,Pirates,Mariners
2019,102,Rangers,Yankees
2019,102,Dodgers,Reds
2019,102,Orioles,Astros
2019,102,Red Sox,Indians
2019,102,Angels,Diamondbacks
2019,102,Cardinals,Tigers
2019,102,Twins,Phillies
2019,102,Mets,Braves
2019,102,White Sox,Cubs
2019,102,Rays,Giants
2019,102,Athletics,Nationals
2019,103,Rangers,Phillies
2019,103,Brewers,Marlins
2019,103,White Sox,Nationals
2019,103,Padres,Angels
2019,103,Cardinals,Indians
2019,103,Blue Jays,Cubs
2019,103,Mets,Giants
2019,103,Dodgers,Braves
2019,103,Astros,Athletics
2019,103,Twins,Pirates
2019,103,Rays,Red Sox
2019,103,Orioles,Royals
2019,103,Mariners,Reds
2019,103,Yankees,Diamondbacks
2019,103,Rockies,Tigers
2019,104,Reds,Nationals
2019,104,Yankees,Twins
2019,104,Astros,Braves
2019,104,Brewers,Indians
2019,104,Blue Jays,White Sox
2019,104,Pirates,Orioles
2019,104,Tigers,Red Sox
2019,104,Cubs,Angels
2019,104,Giants,Marlins
2019,104,Royals,Dodgers
2019,104,Rangers,Diamondbacks
2019,104,Padres,Mariners
2019,104,Cardinals,Phillies
2019,104,Mets,Rockies
2019,104,Athletics,Rays
2019,105,Rays,Giants
2019,105,Red Sox,Mets
2019,105,White Sox,Pirates
2019,105,Angels,Blue Jays
2019,105,Tigers,Indians
2019,105,Athletics,Rangers
2019,105,Marlins,Phillies
2019,105,Padres,Dodgers
2019,105,Diamondbacks,Royals
2019,105,Yankees,Cardinals
2019,105,Orioles,Rockies
2019,105,Mariners,Cubs
2019,105,Brewers,Nationals
2019,105,Twins,Astros
2019,105,Braves,Reds
2019,106,Rockies,Diamondbacks
2019,106,Orioles,Cardinals
2019,106,Astros,Mariners
2019,106,Dodgers,Mets
2019,106,Cubs,Indians
2019,106,Angels,Braves
2019,106,Tigers,Rays
2019,106,Royals,Brewers
2019,106,Padres,Twins
2019,106,Red Sox,Pirates
2019,106,Nationals,Reds
2019,106,White Sox,Marlins
2019,106,Rangers,Phillies
2019,106,Giants,Yankees
2019,106,Blue Jays,Athletics
2019,107,Rockies,Reds
2019,107,Yankees,Red Sox
2019,107,Diamondbacks,Braves
2019,107,Orioles,Mariners
2019,107,Phillies,Dodgers
2019,107,Twins,Royals
2019,107,Blue Jays,Angels
2019,107,Rays,Indians
2019,107,Cardinals,Tigers
2019,107,Padres,Giants
2019,107,Marlins,Rangers
2019,107,Nationals,White Sox
2019,107,Pirates,Mets
2019,107,Astros,Brewers
2019,107,Athletics,Cubs
2019,108,Twins,Cardinals
2019,108,Rangers,Dodgers
2019,108,Indians,Nationals
2019,108,Giants,Royals
2019,108,Tigers,Orioles
2019,108,Padres,Angels
2019,108,Yankees,Blue Jays
2019,108,Rockies,Athletics
2019,108,Red Sox,Brewers
2019,108,Mariners,Astros
2019,108,Mets,Cubs
2019,108,Marlins,Pirates
2019,108,Reds,Diamondbacks
2019,108,White Sox,Braves
2019,108,Phillies,Rays
2019,109,Astros,Red Sox
2019,109,Indians,Giants
2019,109,Tigers,Brewers
2019,109,Angels,Phillies
2019,109,Athletics,Royals
2019,109,Mets,Yankees
2019,109,Cubs,Rangers
2019,109,Orioles,Rockies
2019,109,Marlins,Padres
2019,109,Dodgers,Nationals
2019,109,Twins,Mariners
2019,109,Blue Jays,Braves
2019,109,Diamondbacks,Reds
2019,109,Rays,White Sox
2019,109,Cardinals,Pirates
2019,110,Marlins,Brewers
2019,110,Rangers,Athletics
2019,110,Giants,Pirates
2019,110,Dodgers,Blue Jays
2019,110,Twins,White Sox
2019,110,Yankees,Cardinals
2019,110,Padres,Mets
2019,110,Angels,Phillies
2019,110,Royals,Diamondbacks
2019,110,Orioles,Astros
2019,110,Indians,Cubs
2019,110,Rays,Tigers
2019,110,Rockies,Mariners
2019,110,Nationals,Red Sox
2019,110,Braves,Reds
2019,111,Red Sox,Tigers
2019,111,Twins,Orioles
2019,111,Nationals,White Sox
2019,111,Diamondbacks,Blue Jays
2019,111,Rangers,Pirates
2019,111,Athletics,Braves
2019,111,Giants,Indians
2019,111,Mets,Padres
2019,111,Rockies,Phillies
2019,111,Rays,Astros
2019,111,Reds,Yankees
2019,111,Dodgers,Cubs
2019,111,Royals,Angels
2019,111,Marlins,Mariners
2019,111,Brewers,Cardinals
2019,112,Blue Jays,Angels
2019,112,Diamondbacks,Braves
2019,112,Brewers,Cubs
2019,112,Yankees,Nationals
2019,112,Padres,White Sox
2019,112,Mets,Dodgers
2019,112,Athletics,Astros
2019,112,Tigers,Marlins
2019,112,Red Sox,Twins
2019,112,Orioles,Indians
2019,112,Rockies,Rangers
2019,112,Reds,Phillies
2019,112,Pirates,Royals
2019,112,Giants,Mariners
2019,112,Rays,Cardinals
2019,113,Dodgers,Red Sox
2019,113,Blue Jays,Yankees
2019,113,Cardinals,Cubs
2019,113,Astros,Orioles
2019,113,Padres,Nationals
2019,113,Pirates,Twins
2019,113,Mets,Royals
2019,113,Rockies,Indians
2019,113,Brewers,Tigers
2019,113,Braves,White Sox
2019,113,Athletics,Rangers
2019,113,Rays,Phillies
2019,113,Marlins,Reds
2019,113,Giants,Diamondbacks
2019,113,Mariners,Angels
2019,114,Mets,Angels
2019,114,Dodgers,White Sox
2019,114,Cubs,Marlins
2019,114,Tigers,Astros
2019,114,Nationals,Rockies
2019,114,Rays,Indians
2019,114,Diamondbacks,Braves
2019,114,Giants,Phillies
2019,114,Royals,Athletics
2019,114,Reds,Pirates
2019,114,Red Sox,Mariners
2019,114,Rangers,Padres
2019,114,Twins,Cardinals
2019,114,Blue Jays,Yankees
2019,114,Orioles,Brewers
2019,115,Mariners,Reds
2019,115,Marlins,Brewers
2019,115,Indians,Angels
2019,115,Giants,Rangers
2019,115,White Sox,Royals
2019,115,Braves,Cubs
2019,115,Diamondbacks,Red Sox
2019,115,Blue Jays,Cardinals
2019,115,Orioles,Mets
2019,115,Padres,Rays
2019,115,Rockies,Phillies
2019,115,Tigers,Astros
2019,115,Pirates,Dodgers
2019,115,Nationals,Athletics
2019,115,Twins,Yankees
2019,116,Dodgers,Diamondbacks
2019,116,Marlins,Reds
2019,116,Brewers,Braves
2019,116,Padres,Rockies
2019,116,Phillies,Indians
2019,116,Orioles,Rangers
2019,116,Astros,Tigers
2019,116,Red Sox,Royals
2019,116,Mariners,Rays
2019,116,Angels,Giants
2019,116,Athletics,Cardinals
2019,116,Pirates,Nationals
2019,116,Yankees,White Sox
2019,116,Mets,Cubs
2019,116,Blue Jays,Twins
2019,117,Brewers,Giants
2019,117,Astros,Nationals
2019,117,Tigers,Rockies
2019,117,Angels,Cardinals
2019,117,Athletics,Reds
2019,117,Red Sox,Braves
2019,117,Rangers,Yankees
2019,117,White Sox,Rays
2019,117,Mariners,Pirates
2019,117,Padres,Dodgers
2019,117,Phillies,Blue Jays
2019,117,Mets,Diamondbacks
2019,117,Cubs,Marlins
2019,117,Twins,Orioles
2019,117,Indians,Royals
2019,118,Rockies,Giants
2019,118,Tigers,Blue Jays
2019,118,Red Sox,Brewers
2019,118,Yankees,Royals
2019,118,Cubs,Astros
2019,118,Rangers,Orioles
2019,118,Dodgers,Padres
2019,118,Reds,Mariners
2019,118,Cardinals,White Sox
2019,118,Pirates,Marlins
2019,118,Diamondbacks,Mets
2019,118,Twins,Angels
2019,118,Phillies,Indians
2019,118,Braves,Rays
2019,118,Athletics,Nationals
2019,119,Rangers,Rays
2019,119,Angels,Mets
2019,119,Yankees,Phillies
2019,119,Dodgers,Marlins
2019,119,Braves,Cubs
2019,119,Cardinals,Brewers
2019,119,Blue Jays,Giants
2019,119,Diamondbacks,Reds
2019,119,White Sox,Red Sox
2019,119,Royals,Indians
2019,119,Pirates,Nationals
2019,119,Tigers,Astros
2019,119,Mariners,Rockies
2019,119,Athletics,Twins
2019,119,Orioles,Padres
2019,120,Angels,Royals
2019,120,Rays,Rockies
2019,120,Dodgers,Brewers
2019,120,Pirates,Rangers
2019,120,Mets,Reds
2019,120,Mariners,Twins
2019,120,Padres,Diamondbacks
2019,120,Marlins,Blue Jays
2019,120,Athletics,Phillies
2019,120,Cubs,Red Sox
2019,120,White Sox,Orioles
2019,120,Yankees,Braves
2019,120,Tigers,Astros
2019,120,Nationals,Giants
2019,120,Cardinals,Indians
2019,121,Dodgers,Astros
2019,121,Marlins,Rays
2019,121,Giants,Phillies
2019,121,Brewers,Twins
2019,121,Angels,Padres
2019,121,Rockies,White Sox
2019,121,Royals,Mets
2019,121,Cardinals,Reds
2019,121,Cubs,Indians
2019,121,Braves,Rangers
2019,121,Red Sox,Mariners
2019,121,Nationals,Athletics
2019,121,Orioles,Diamondbacks
2019,121,Yankees,Pirates
2019,121,Blue Jays,Tigers
2019,122,Phillies,Indians
2019,122,Nationals,Giants
2019,122,Yankees,Royals
2019,122,Rangers,Rays
2019,122,Red Sox,Mariners
2019,122,Astros,Blue Jays
2019,122,White Sox,Tigers
2019,122,Brewers,Marlins
2019,122,Diamondbacks,Dodgers
2019,122,Cubs,Rockies
2019,122,Pirates,Athletics
2019,122,Orioles,Twins
2019,122,Cardinals,Reds
2019,122,Padres,Mets
2019,122,Angels,Braves
2019,123,Cardinals,Astros
2019,123,Tigers,Mariners
2019,123,Rockies,Dodgers
2019,123,Orioles,Angels
2019,123,Rays,Giants
2019,123,Braves,Twins
2019,123,Pirates,Nationals
2019,123,Mets,Royals
2019,123,White Sox,Reds
2019,123,Marlins,Rangers
2019,123,Diamondbacks,Brewers
2019,123,Phillies,Red Sox
2019,123,Blue Jays,Yankees
2019,123,Indians,Padres
2019,123,Cubs,Athletics
2019,124,Reds,Diamondbacks
2019,124,Rockies,Padres
2019,124,Pirates,Blue Jays
2019,124,Braves,Cardinals
2019,124,Athletics,Yankees
2019,124,Rays,Mariners
2019,124,Angels,Tigers
2019,124,Cubs,Mets
2019,124,Brewers,Rangers
2019,124,Royals,Orioles
2019,124,Red Sox,Astros
2019,124,Marlins,Dodgers
2019,124,White Sox,Nationals
2019,124,Phillies,Twins
2019,124,Giants,Indians
2019,125,Pirates,Yankees
2019,125,Phillies,Angels
2019,125,Orioles,Red Sox
2019,125,Diamondbacks,Dodgers
2019,125,White Sox,Mets
2019,125,Brewers,Indians
2019,125,Rays,Reds
2019,125,Cubs,Padres
2019,125,Braves,Nationals
2019,125,Marlins,Twins
2019,125,Blue Jays,Astros
2019,125,Mariners,Cardinals
2019,125,Royals,Giants
2019,125,Athletics,Tigers
2019,125,Rockies,Rangers
2019,126,Rockies,Phillies
2019,126,Yankees,Tigers
2019,126,Athletics,Reds
2019,126,Astros,Giants
2019,126,Marlins,Royals
2019,126,Padres,White Sox
2019,126,Red Sox,Twins
2019,126,Cardinals,Pirates
2019,126,Orioles,Mets
2019,126,Blue Jays,Diamondbacks
2019,126,Indians,Nationals
2019,126,Dodgers,Mariners
